Deimon Devil Bats, DVL
QB,Yoichi Hiruma,21,2016,99,99,99,99,99,99,99,0.1,6
S,Yoichi Hiruma,21,2016,99,99,99,99,99,99,99,0.1,6
QB,Sena Kobayakawa,21,2016,70,60,60,60,60,60,0.1,6
RB,Sena Kobayakawa,21,2016,99,99,99,99,99,99,0.1,6
CB,Sena Kobayakawa,21,2016,99,99,99,99,99,99,0.1,6
OL,Ryokan Kurita,21,2016,99,99,99,99,99,99,99,0.1,6
DL,Ryokan Kurita,21,2016,99,99,99,99,99,99,99,0.1,6
WR,Taro Raimon,21,2016,99,99,99,99,99,99,0.1,6
CB,Taro Raimon,21,2016,99,99,99,99,99,99,0.5,6
OL,Kazuki Jumonji,21,2016,99,90,90,90,90,90,0.1,6
DL,Kazuki Jumonji,21,2016,99,90,90,90,90,90,0.1,6
OL,Koji Kuroki,21,2016,99,80,80,80,90,90,0.1,6
DL,Koji Kuroki,21,2016,99,80,80,80,90,90,0.1,6
OL,Shozo Togano,21,2016,99,80,80,90,90,90,0.1,6
DL,Shozo Togano,21,2016,99,80,80,90,90,90,0.1,6
OL,Daikichi Komusubi,21,2016,99,80,80,90,90,90,0.1,6
DL,Daikichi Komusubi,21,2016,99,80,80,90,90,90,0.1,6
WR,Manabu Yukimitsu,21,2016,99,80,80,80,80,80,0.1,6
RB,Tetsuo Ishimaru,21,2016,99,90,90,90,90,90,0.1,6
CB,Tetsuo Ishimaru,21,2016,90,90,90,90,90,90,0.1,6
K,Gen Takekura,21,2016,99,99,99,99,99,99,0.1,6
LB,Gen Takekura,21,2016,99,99,99,99,99,99,0.1,6
WR,Natsuhiko Taki,21,2016,99,90,90,90,90,90,0.1,6
LB,Natsuhiko Taki,21,2016,99,90,90,90,90,90,0.1,6
LB,Yohei Satake,21,60,70,70,70,70,70,0.1,6
OL,Akira Nakabo,21,99,70,70,70,70,70,0.1,6
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
END_PLAYERS
Hashiratani Deers, HAS
OL,Onihei Yamamoto,21,2016,99,99,99,99,99,99,2,5
QB,QR DEERS,21,2016,80,60,60,60,60,60,0.1,5
RB,RB DEERS,21,2016,80,60,60,60,60,60,0.1,5
RB,RB DEERS,21,2016,80,60,60,60,60,60,0.1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,0.1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,0.1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,0.1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,0.1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,0.1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,0.1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,0.1,5
K,K DEERS,21,2016,80,60,60,60,60,60,0.1,5
S,S DEERS,21,2016,80,60,60,60,60,60,0.1,5
CB,CB DEERS,21,2016,80,60,60,60,60,60,0.1,5
DL,Onihei Yamamoto,21,2016,99,99,99,99,99,99,2,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,0.1,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,0.1,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,0.1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,0.1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,0.1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,0.1,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.1,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.1,5
K,Reserve,21,2016,85,70,60,60,60,60,0.1,5
S,Reserve,21,2016,85,60,60,60,60,60,0.1,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.1,5
